"sr_number","sr_type","sr_short_code","created_department","owner_department","status","origin","created_date","last_modified_date","closed_date","street_address","city","state","zip_code","street_number","street_direction","street_name","street_type","duplicate","legacy_record","legacy_sr_number","parent_sr_number","community_area","ward","electrical_district","electricity_grid","police_sector","police_district","police_beat","precinct","sanitation_division_days","created_hour","created_day_of_week","created_month","x_coordinate","y_coordinate","latitude","longitude","location"
"SR26-01529436","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:40:26.000","2026-07-31T22:32:29.000","2026-07-31T21:40:26.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529435","Tree Debris Clean-Up Request","SEL","311 City Services","Streets and Sanitation","Open","Phone Call","2026-07-31T21:40:04.000","2026-07-31T21:40:06.000",,"11402 S WATKINS AVE","Chicago","Illinois","60643","11402","S","WATKINS","AVE","false","false",,,"75","21","13","L049","3","22","2234","2",,"21","6","7","1166601.8989894588","1828950.1691587802","41.68620900094","-87.665737500002","
,  
(41.68620900094, -87.665737500002)"
"SR26-01529434","Pothole in Street Complaint","PHF","311 City Services","CDOT - Department of Transportation","Open","Phone Call","2026-07-31T21:40:00.000","2026-07-31T21:40:02.000",,"2237 W CARMEN AVE","Chicago","Illinois","60625","2237","W","CARMEN","AVE","false","false",,,"4","40","2","K010","3","20","2031","20",,"21","6","7","1160367.9465084337","1933697.1117541417","41.973777000941","-87.685668000002","
,  
(41.973777000941, -87.685668000002)"
"SR26-01529433","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:39:43.000","2026-07-31T22:32:29.000","2026-07-31T21:39:43.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529432","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:39:40.000","2026-07-31T22:32:29.000","2026-07-31T21:39:40.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529431","Weed Removal Request","SCP",,"Streets and Sanitation","Open","Internet","2026-07-31T21:39:12.000","2026-07-31T21:39:15.000",,"7030 S ELIZABETH ST","Chicago","Illinois","60636","7030","S","ELIZABETH","ST","false","false",,,"67","17","11","M038","3","07","0734","13",,"21","6","7","1169113.065330875","1858014.8430300092","41.76591300094","-87.655707000002","
,  
(41.76591300094, -87.655707000002)"
"SR26-01529430","Garbage Cart Maintenance","SIE",,"Streets and Sanitation","Open","Internet","2026-07-31T21:39:11.000","2026-07-31T21:39:14.000",,"1818 N LONG AVE","Chicago","Illinois","60639","1818","N","LONG","AVE","false","false",,,"25","37","6","C018","3","25","2532","16",,"21","6","7","1140012.7437505529","1911666.2388896209","41.913720000941","-87.761061000002","
,  
(41.913720000941, -87.761061000002)"
"SR26-01529429","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-07-31T21:39:02.000","2026-07-31T22:31:45.000","2026-07-31T21:39:02.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"21","6","7","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01529428","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-07-31T21:39:02.000","2026-07-31T22:32:29.000","2026-07-31T21:39:02.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"21","6","7","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01529427","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:38:56.000","2026-07-31T22:32:29.000","2026-07-31T21:38:56.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529426","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-07-31T21:38:11.000","2026-07-31T22:32:29.000","2026-07-31T21:38:11.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"21","6","7","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01529425","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:38:07.000","2026-07-31T22:32:29.000","2026-07-31T21:38:07.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529424","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-07-31T21:38:01.000","2026-07-31T22:31:45.000","2026-07-31T21:38:01.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"21","6","7","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01529423","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:37:50.000","2026-07-31T22:32:29.000","2026-07-31T21:37:51.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529422","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:37:22.000","2026-07-31T22:32:29.000","2026-07-31T21:37:23.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529421","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-07-31T21:37:12.000","2026-07-31T22:32:29.000","2026-07-31T21:37:13.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"21","6","7","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01529420","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:36:31.000","2026-07-31T22:32:29.000","2026-07-31T21:36:31.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529419","Garbage Cart Maintenance","SIE",,"Streets and Sanitation","Open","Internet","2026-07-31T21:35:55.000","2026-07-31T21:35:58.000",,"8634 S EUCLID AVE","Chicago","Illinois","60617","8634","S","EUCLID","AVE","false","false",,,"45","8","15","U042","1","04","0412","29",,"21","6","7","1190604.5319167608","1847951.250687595","41.73780600094","-87.577258500002","
,  
(41.73780600094, -87.577258500002)"
"SR26-01529418","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:35:51.000","2026-07-31T22:31:45.000","2026-07-31T21:35:52.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529417","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:35:40.000","2026-07-31T22:32:29.000","2026-07-31T21:35:40.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529416","Weed Removal Request","SCP",,"Streets and Sanitation","Open","Internet","2026-07-31T21:35:11.000","2026-07-31T22:00:04.000",,"7033 S ELIZABETH ST","Chicago","Illinois","60636","7033","S","ELIZABETH","ST","false","false",,,"67","17","11","M038","3","07","0734","13",,"21","6","7","1169229.4438016634","1857998.6346201377","41.765866006269","-87.655280901304","
,  
(41.765866006269, -87.655280901304)"
"SR26-01529415","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:34:58.000","2026-07-31T22:31:45.000","2026-07-31T21:34:58.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529414","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:34:55.000","2026-07-31T22:32:29.000","2026-07-31T21:34:56.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529413","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-07-31T21:34:45.000","2026-07-31T22:32:29.000","2026-07-31T21:34:46.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"21","6","7","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01529412","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:34:16.000","2026-07-31T22:32:29.000","2026-07-31T21:34:17.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529411","Tree Emergency","SEC","311 City Services","Streets and Sanitation","Completed","Phone Call","2026-07-31T21:34:15.000","2026-08-01T05:59:18.000","2026-08-01T05:59:18.000","3643 N MAGNOLIA AVE","Chicago","Illinois","60613","3643","N","MAGNOLIA","AVE","false","false",,,"6","44","4","M013","2","19","1923","16",,"21","6","7","1167387.268226348","1924515.2120484053","41.948433000941","-87.660121500002","
,  
(41.948433000941, -87.660121500002)"
"SR26-01529410","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-07-31T21:33:42.000","2026-07-31T22:32:29.000","2026-07-31T21:33:42.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"21","6","7","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01529409","Water in Basement Complaint","AAF","311 City Services","DWM - Department of Water Management","Open","Phone Call","2026-07-31T21:33:40.000","2026-07-31T21:33:43.000",,"4836 W HOMER ST","Chicago","Illinois","60639","4836","W","HOMER","ST","false","false",,,"19","36","6","D018","3","25","2533","13",,"21","6","7","1143667.5114336454","1912599.4034551545","41.916213000941","-87.747610500002","
,  
(41.916213000941, -87.747610500002)"
"SR26-01529408","Rodent Baiting/Rat Complaint","SGA",,"Streets and Sanitation","Open","Mobile Device","2026-07-31T21:33:33.000","2026-07-31T21:33:35.000",,"4957 W FOSTER AVE",,,,"4957","W","FOSTER","AVE","false","false",,,"12","45","1","D010","2","16","1623","20",,"21","6","7","1142162.7019188646","1934038.8793060516","41.975073000941","-87.752605500002","
,  
(41.975073000941, -87.752605500002)"
"SR26-01529407","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:33:27.000","2026-07-31T22:31:45.000","2026-07-31T21:33:28.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529406","Building Violation","BBA",,"DOB - Buildings","Open","Internet","2026-07-31T21:33:02.000","2026-07-31T22:00:04.000",,"448 N SPRINGFIELD AVE","Chicago","Illinois","60624","448","N","SPRINGFIELD","AVE","false","false",,,"23","37","6","G021","2","11","1122","13",,"21","6","7","1150234.1429363615","1902900.9944711968","41.88947400094","-87.723738000002","
,  
(41.88947400094, -87.723738000002)"
"SR26-01529405","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:32:53.000","2026-07-31T22:31:45.000","2026-07-31T21:32:53.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529404","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-07-31T21:32:49.000","2026-07-31T22:32:29.000","2026-07-31T21:32:49.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"21","6","7","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01529403","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:32:45.000","2026-07-31T22:32:29.000","2026-07-31T21:32:45.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529401","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-07-31T21:32:26.000","2026-07-31T22:32:29.000","2026-07-31T21:32:26.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"21","6","7","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01529400","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:32:04.000","2026-07-31T22:32:29.000","2026-07-31T21:32:04.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529399","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:31:19.000","2026-07-31T22:32:29.000","2026-07-31T21:31:19.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529398","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-07-31T21:31:14.000","2026-07-31T22:31:45.000","2026-07-31T21:31:14.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"21","6","7","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01529397","Tree Debris Clean-Up Request","SEL",,"Streets and Sanitation","Open","Mobile Device","2026-07-31T21:31:01.000","2026-07-31T21:31:02.000",,"5241 W LEXINGTON ST",,,,"5241","W","LEXINGTON","ST","false","false",,,"25","29","6","C024","2","15","1522","21",,"21","6","7","1141395.3071706754","1896047.5492854926","41.87083500094","-87.756367500002","
,  
(41.87083500094, -87.756367500002)"
"SR26-01529396","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:30:40.000","2026-07-31T22:32:29.000","2026-07-31T21:30:40.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529395","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:30:31.000","2026-07-31T22:32:29.000","2026-07-31T21:30:32.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529394","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:30:06.000","2026-07-31T21:33:06.000","2026-07-31T21:30:06.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529393","Graffiti Removal Request","GRAF",,"Streets and Sanitation","Completed","Mass Entry","2026-07-31T21:30:03.000","2026-07-31T21:30:07.000","2026-07-31T21:30:07.000","1200 N LAKE SHORE DR","Chicago","Illinois","60610","1200","N","LAKE SHORE","DR","false","false",,,"8","43","5","Q019","2","18","1824","1",,"21","6","7","1176940.198921942","1908471.7776902218","41.904198000941","-87.625494000002","
,  
(41.904198000941, -87.625494000002)"
"SR26-01529392","Graffiti Removal Request","GRAF",,"Streets and Sanitation","Completed","Mass Entry","2026-07-31T21:30:03.000","2026-07-31T21:30:07.000","2026-07-31T21:30:07.000","1550 N LAKE SHORE DR","Chicago","Illinois","60610","1550","N","LAKE SHORE","DR","false","false",,,"8","43","5","Q019","2","18","1824","3",,"21","6","7","1176578.1080124625","1910935.2253905921","41.910966000941","-87.626749500002","
,  
(41.910966000941, -87.626749500002)"
"SR26-01529391","Graffiti Removal Request","GRAF",,"Streets and Sanitation","Completed","Mass Entry","2026-07-31T21:30:03.000","2026-07-31T21:30:07.000","2026-07-31T21:30:07.000","1513 W CARMEN AVE","Chicago","Illinois","60640","1513","W","CARMEN","AVE","false","false",,,"3","47","2","M010","3","20","2032","4",,"21","6","7","1164951.637233475","1933922.641460225","41.974299533668","-87.668806189431","
,  
(41.974299533668, -87.668806189431)"
"SR26-01529390","Graffiti Removal Request","GRAF",,"Streets and Sanitation","Completed","Mass Entry","2026-07-31T21:30:03.000","2026-07-31T21:30:07.000","2026-07-31T21:30:07.000","1516 W CARMEN AVE","Chicago","Illinois","60640","1516","W","CARMEN","AVE","false","false",,,"3","40","2","M010","3","20","2032","21",,"21","6","7","1164903.1899739655","1933962.63067778","41.974410296639","-87.668983203014","
,  
(41.974410296639, -87.668983203014)"
"SR26-01529389","Graffiti Removal Request","GRAF",,"Streets and Sanitation","Completed","Mass Entry","2026-07-31T21:30:03.000","2026-07-31T21:30:07.000","2026-07-31T21:30:07.000","4300 W LAWRENCE AVE","Chicago","Illinois","60630","4300","W","LAWRENCE","AVE","false","false",,,"14","39","1","F010","1","17","1712","7",,"21","6","7","1146794.1454392704","1931620.7283501239","41.968350000941","-87.735636000002","
,  
(41.968350000941, -87.735636000002)"
"SR26-01529388","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:30:01.000","2026-07-31T21:33:06.000","2026-07-31T21:30:01.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529387","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:29:55.000","2026-07-31T21:33:06.000","2026-07-31T21:29:55.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529386","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-07-31T21:29:42.000","2026-07-31T21:31:55.000","2026-07-31T21:29:43.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"21","6","7","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01529385","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:29:06.000","2026-07-31T21:33:06.000","2026-07-31T21:29:06.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529384","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:29:05.000","2026-07-31T21:33:06.000","2026-07-31T21:29:06.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529383","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:28:55.000","2026-07-31T21:33:06.000","2026-07-31T21:28:56.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529382","Tree Debris Clean-Up Request","SEL",,"Streets and Sanitation","Open","Internet","2026-07-31T21:28:54.000","2026-07-31T21:28:58.000",,"7033 S ELIZABETH ST","Chicago","Illinois","60636","7033","S","ELIZABETH","ST","false","false",,,"67","17","11","M038","3","07","0734","13",,"21","6","7","1169229.4438016634","1857998.6346201377","41.765866006269","-87.655280901304","
,  
(41.765866006269, -87.655280901304)"
"SR26-01529381","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:28:44.000","2026-07-31T21:33:06.000","2026-07-31T21:28:44.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529380","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:28:16.000","2026-07-31T21:32:50.000","2026-07-31T21:28:16.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529379","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-07-31T21:28:11.000","2026-07-31T21:33:06.000","2026-07-31T21:28:12.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"21","6","7","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01529378","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-07-31T21:27:51.000","2026-07-31T21:33:06.000","2026-07-31T21:27:51.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"21","6","7","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01529377","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-07-31T21:27:35.000","2026-07-31T21:33:06.000","2026-07-31T21:27:35.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"21","6","7","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01529376","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:27:29.000","2026-07-31T21:32:13.000","2026-07-31T21:27:29.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529375","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-07-31T21:27:13.000","2026-07-31T21:33:06.000","2026-07-31T21:27:13.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"21","6","7","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01529374","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-07-31T21:27:01.000","2026-07-31T21:33:06.000","2026-07-31T21:27:02.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"21","6","7","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01529373","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:26:46.000","2026-07-31T21:32:13.000","2026-07-31T21:26:47.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529372","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:26:00.000","2026-07-31T21:33:06.000","2026-07-31T21:26:01.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
